Highlight,Book Title,Book Author,Amazon Book ID,Note,Color,Tags,Location Type,Location
You do not have to remember to repeat questions if you have the habit of answering in a full sentence.,"Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,1548
"Strong presentation skills build careers. When it counts, they leave long-lasting impressions of someone who can confidently and professionally handle a high-pressure situation that demands clear thinking and clear communication.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,131
"consider what audience members will say, after the speech, if they are asked what it was about. If they can answer that question in “a word, a phrase, or a sentence,” the speech had clear theme.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,191
I’m not sure I’m clear on what you are asking. Could you repeat your question? I want to make sure I answer you correctly.,"Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,1539
"There is a difference between letting audience members breathe and letting people “off the hook.” The objective is not to contradict or negate your own message, but to enable your listeners to stay open and receptive.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,1175
presenters who rise above all other speakers are the ones who are always looking for one more thing they can do better. Their commitment to incremental improvement leads to exceptional skills.,"Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,116
"one of the biggest determiners of how we sound is how we breathe. When people learn how to breathe in a way that better supports their voice, they sound significantly better.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,1317
"In order to maintain the consistent narrative that every good presentation has, you need to transition smoothly from one slide to the next. You don’t want a break in your flow. The idea is to have a continuous, overall message, not a series of separate slide messages.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,582
"Start making theme an essential ingredient of all your presentations. Before you put together your content ask yourself: “What do I hope audience members will say if they are asked what my presentation was about?” Decide what you want the word, phrase, or sentence to be; then build your presentation so that it stays consistently focused on that theme.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,197
"When you are a presenter and you face a challenge from the audience, do your best to stay calm and show no signs of defensiveness. I know, I know, this is easier said than done, but it is crucial to your success. Never forget that the impression you make may even be more important than your answer.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,1646
"As a presenter it is imperative that you immediately recognize what is happening and determine not to give into it. If there is going to be any emotional contagion, it is going to be your positive emotions spreading to the audience. In other words, you are going to set the tone; not them.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,1055
"Yes, it feels good, but it does not pay off in the long run. It becomes harder in the future to gain support and build cooperation. Candid discussions that would generate good ideas are less likely. The reputation for being someone who “doesn’t take any ____” comes at a high price. You will always do better in the long run by keeping your cool and responding to antagonism professionally.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,1872
"When you have had the discipline to plan well, you can take liberties in your delivery and still have those great lines, engaging stories, and consistent focus that characterize an exceptional presentation.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,164
"Just like a batter needs a decent pitch to swing at, you need—and deserve—a decent, understandable question to respond to. If you take a “swing” at what you think is being asked, you’re likely to miss. Then, ironically, it will appear that you are performing badly when, in fact, it was the questioner who did not communicate well.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,1536
"PowerPoint, you just have to press the letter “B” on your computer’s keyboard. The screen will go blank, and stay that way, until you press “B” again to revive your slide.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,761
"“If you want to get ahead, you have to be willing to do what others are not willing to do.”","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,239
"The main resistance to giving examples that I run into is that presenters are reluctant to be specific. They feel that an example may cause their listeners to think too narrowly about the message. I don’t want to give them a specific example because then they won’t consider other possibilities. Wanting their audience members to “run with the idea,” they risk leaving them stalled at the starting line.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,425
loss of something critical to a good presentation: a cohesive narrative... a story. Presentations have become fragmented collections of bullet points and graphics.,"Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,664
"When you create your own presentation, it reflects your thinking. This is true even if you make slides before you work out your story. At least the individual slides and their sequencing follow a logic that makes sense to you. A packaged presentation, on the other hand, reflects someone else’s thinking. Or, to be more accurate, it reflects several other people’s thinking. It’s a patchwork of priorities that may appear cohesive only because the graphics department gave the slides a consistent look.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,837
"If there were Laws of Presenting equivalent to the Laws of Physics, one of those laws would declare an inverse relationship between effective communication and content tonnage. This “law” would say that there is a point at which the more you say, the less you communicate.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,320
"If you need a handout, realize that a good slide show is not a good handout—and a good handout is not a good slide show.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,732
"Success is not measured by how much you cover, but by how much your audience understands, absorbs, and, if appropriate, acts on.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,316
"When you finish a presentation, your audience members should each feel like you spoke directly to them. This should be true even if there were 20 people in the room. It’s essential if you want to make a strong personal connection.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,1277
"A simple solution is to speak for the audience. I think of it as setting up a faux conversation. The speaker presents some material and then frames a question that someone in the audience could have. I know when you hear me describe this new system your first thought is “How are we ever going to get it up and running on time?” Then, the speaker answers the question. Well, let me say a few things about how we plan to expedite the transition.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,1155
Give yourself the best possible stage. Make logistical planning an important part of your preparation process. Fifteen minutes making sure everyone will be able to see the screen can have more positive impact than 30 minutes fussing with the design of a slide.,"Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,629
"When using PowerPoint, you can jump directly to any slide in your presentation by simply typing that slide’s number and hitting the “Enter” key. Then, when it’s time to return to the slide you originally were on, you enter its number and again tap “Enter.” Quick. Easy. No fumbling around.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,805
"If your presentation tells a story, transitions come naturally. You know what to say next because it flows from your current point.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,711
You can never assume that your audience members will recognize the benefits of what you are proposing.,"Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,481
"The problem is that putting troublemakers in their place feels good. The short-term high is so satisfying it is hard to fight the temptation. We enjoy blowing the smoke off the barrels of our imaginary six guns and slipping them back in their holsters—after mentally spinning them a few times, of course.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,1869
"rarely seen, stronger speaking style is to answer to the whole audience. You begin and end focused on the questioner, but during your answer you also give eye contact to other people in the audience. This maintains your connection with the whole audience.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,1571
"One rule about this approach: You have to process the results of your poll. Just what I expected, the majority of you have. Today I want to talk to you about possible solutions.","Presentation Skills 201: How to Take it to the Next Level as a Confident, Engaging Presenter",William R. Steele,B003L780ZG,,yellow,,location,550
"following are considered False: None False zero for numeric types empty sequences empty dictionaries a value of 0 or False returned when either __len__ or __nonzero__ is called Everything else is considered True (and thus most things are implicitly True). The last condition for determining False, by checking the value returned by __len__ or __nonzero__, allows you to define how “truthiness” should work for any class you create.",Writing Idiomatic Python 3,Jeff Knupp,B00B5VXMRG,,yellow,,location,193
"5.1.4 Avoid comparing directly to True, False, or None",Writing Idiomatic Python 3,Jeff Knupp,B00B5VXMRG,,yellow,,location,190
"For every object, be it built-in or user defined, there is a “truthiness” associated with the object. When checking if a condition is true, prefer relying on the implicit “truthiness” of the object in the conditional statement.",Writing Idiomatic Python 3,Jeff Knupp,B00B5VXMRG,,yellow,,location,191
"the failure of early startup initiatives is predictable, so that failure should be built into the process rather than treated as a crisis when it happens.","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,670
"What are the major problems your customers are facing today? What new products and services could you provide to address those problems? Are they looking for an upgrade to a current solution or something completely new? What would it be worth for them to solve this problem (i.e., how much would they be willing to pay to solve it)? A former mentor of mine used to say that people buy things either out of fear or out of greed and that there is a fear/greed continuum where you can actually plot out the behavior of particular buyers. Find out which button your product presses and make sure you orient your questions, development, and sales and marketing around that.","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,590
"Keep the whole story in mind: customer, problem, product, solution.","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,555
"This includes what our mission is, what our strategy is, our source of competitive advantage, and what our values are. We haven’t used a consistent framework for this","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,927
"Inventors create solutions without precedent—often to problems nobody had noticed before. The stories they tell and bring to life require an enormous imaginative leap, like the one Samuel Crompton made when he envisioned an automatic process for spinning cotton. Business builders flesh those stories out. Most often, the biggest detail they include is the main character: the customer.","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,549
"Health Trumps Everything Else in Business, and answer five simple questions for ourselves: Why do we exist? How do we behave? What do we do? How will we succeed? What is most important, right now?","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,994
"Fred Wilson is right: “setting a company’s vision” is one of the three full-time jobs every startup CEO takes on when they found a company. That vision—the new product, the disruptive service, the “Blue Ocean” monopoly—is liable to be a private moment. The first step toward making that vision a reality is to translate it into a story.","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,513
"Stories, like startups, paint a picture of what the future could be. They engage our hearts and minds. They inspire people to act—to give you money, to buy your product, to join your team. Stories have a main character (the customer or user) and a supporting cast (investors, employees, partners, competitors). They have a beginning (the problem), middle (the product), and an end (the solution). Stories take a jumble of facts (profit-and-loss statements, customer surveys, market realities) and give them meaning.","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,517
"The goal of a lean business planning process should be to produce three outputs. First is a single slide that you’ll use to define your business model and your underlying hypotheses. Second is a short presentation for partners and investors. Third is your mission, vision, and values statement.","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,686
Either innovate in a field without much competition—like the email deliverability business Return Path started working on 10 years ago when no one was focused on that value proposition—or offer such a large improvement over the competition that it essentially changes the nature of the game.,"Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,731
"To put it bluntly: traditional business plans assume that their assumptions are correct, and startup business plans assume that their assumptions are probably wrong.","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,661
"Ford’s customers didn’t say that they wanted a “safer” horse or a “more comfortable” horse. They said that they wanted a faster horse. They were perfectly clear about what they wanted: speed. Jobs is right: “Our task is to read things that are not yet on the page.” Very often, those things are clearly written in between the lines. If you don’t speak with your customers, you’ll miss those subtle—but crucial—insights.","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,580
"Even if you’re a crazy micromanager, the minute you have more than a handful of people, you will be delegating a vast percentage of the company’s work and decisions. It is vitally important that your team has clear, codified guideposts for doing things that work and making those decisions.","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,922
"Innovation doesn’t have to be complex. One of my favorite examples of this is luggage: for decades, we all carried around suitcases and garment bags and totes that gave us pinched nerves and bad backs as they hung from our shoulders or strained our grips. We sprinted through airports in extreme discomfort, and we assumed that there was no better way. Then someone decided to put wheels on luggage. Wheels, for goodness’ sake. Not electric cars. Not the Human Genome Project. Not cold fusion. Wheels! Those wheels changed the luggage industry and the way we travel for the better. What’s the “wheel” that your industry needs? Don’t search for an analog analogue if there’s something simpler staring you in the face that can explode your market.","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,624
"How are you going to test your hypotheses? What would need to happen to prove them right or to disprove them? Remember: revenue is a lagging metric of success. You need to define metrics further up the sales funnel—lead generation, sign-ups, and so on—or your data will come in too late.","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,722
"A CEO does only three things. Sets the overall vision and strategy of the company and communicates it to all stakeholders. Recruits, hires, and retains the very best talent for the company. Makes sure there is always enough cash in the bank.","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,486
"Given how difficult it is to successfully run a startup, your competitors may not need a broad economic shift to bring them to the brink. If they have something you need—either technology or people—make an offer. If they don’t, prepare your sales team to poach their clients.","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,1182
"The adoption of lean methodologies has been a huge advance for startups. For decades, countless startups failed after spending too much time on insular product development and too little time “in-market” discovering what their customers want and need.","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,643
The purpose of any business plan is to find new and better ways of serving your customers. You can do that in one of two ways: 1. Come up with a new set of assumptions about what your customers need and want and test those assumptions with customers. 2. Ask your customers what they need and want.,"Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,565
"Here is how a major enterprise might tell the story of their upcoming product release: “Our customers, who number x, have y problem, and they will pay z dollars for our solution. This is our plan for rolling that solution out and these are our cost and revenue projections for the next 18 months.” Here, by contrast, is how a startup should tell its story: “We believe that x potential customers face y problem. Our proposed solution to y problem is solution z at a cost of q dollars—but we’re also going to test the effectiveness of solutions a, b, c. Here is our plan for testing that hypothesis.”","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,652
"In the early years of a startup, the only way to define your mission, vision, and values is by way of a top-down process. There’s a simple reason for this: at this stage, your company consists almost entirely of co-founders and executives. There is no crowd of employees to crowd-source from. Either the CEO or a few members of the senior team have to sit down and craft these basic statements, being careful to separate the what (mission and strategy) from the how (values).","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,,location,957
"On the y-axis, list all of your ideas. On the x-axis, list the (weighted) criteria you will use to judge those ideas. These are the criteria we have used at Return Path: Customer pain (30%). Does the market need your idea? Market opportunity (10%). How many people need your idea? Today (Size)? Tomorrow (Growth)? Can we win? (20%). Are there already competitors in your chosen space (Competitive Positioning)? If so, will you beat them (Feasibility)? Strategic fit (10%). Is this a problem you can solve? Do you have the right expertise, networks, and so on? Economics (30%). Can you afford to solve this problem?","Startup CEO: A Field Guide to Scaling Up Your Business, + Website",Matt Blumberg,B00DL0QFGE,,yellow,favorite,location,604
"Harvard psychiatrist and leadership guru Ronald Heifetz has described two types of problems: technical and adaptive. Technical problems can be solved with new tools, new practices, and conventional leadership. Baking a cake is a technical problem: follow the recipe and the results are likely to be fine. Heifetz contrasts technical problems with adaptive ones: problems that require people themselves to change","The Digital Doctor: Hope, Hype, and Harm at the Dawn of Medicine’s Computer Age (Business Books)",Robert Wachter,B00TT5I9A0,,yellow,,location,182
"we need to recognize that computers in healthcare don’t simply replace my doctor’s scrawl with Helvetica 12. Instead, they transform the work, the people who do it, and their relationships with one another and with patients.","The Digital Doctor: Hope, Hype, and Harm at the Dawn of Medicine’s Computer Age (Business Books)",Robert Wachter,B00TT5I9A0,,yellow,,location,211
The wiring of healthcare has proven to be the Mother of All Adaptive Problems. Yet we’ve mistakenly treated it as a technical problem:,"The Digital Doctor: Hope, Hype, and Harm at the Dawn of Medicine’s Computer Age (Business Books)",Robert Wachter,B00TT5I9A0,,yellow,,location,187
The first element is a relentless focus on the goal of crystal-clear communication:,The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,277
"If the reader pauses to question your word choice or needs to squint to distinguish between two lines on a graph, then you have joined a battle you don’t want to be in: what you’re trying to say is fighting for the reader’s attention with the way you’re saying it.",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,178
"•  A paper has a story, with “characters” and a “plot,” and it raises and answers an interesting question.",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1321
"You should be able to state question and answer in a sentence or two—perhaps not in a way useful for a reader, who would need definitions, context, and so on; but in one that defines the story for you.",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1086
"Should you write in the active voice or the passive? How many decimal places should you give for the numbers in a table? Should your data be in a table at all, or in a figure? In each case, the route to an answer is the same: the better choice is the one that lets the reader more effortlessly understand the story you have to tell.",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,278
"As a scientist, you’ll work hard to make new discoveries about the world; but only writing (and publication) makes what you’ve learned part of human knowledge.",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,60
Component 3: Occupy the niche. The third component of the Introduction indicates to a reader how your work occupies the niche you’ve just identified.,The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1523
"Having established context, your Introduction begins to narrow the hourglass by identifying your more specific research territory, along with its relationship and importance to the broader field.",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1511
"Finally, your Introduction will state, clearly and specifically, your central research question",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1521
"My realization that most writers, including scientific writers, worked hard at their craft, rather than being natural geniuses, was transformative for me. It led me to think of hard work at the craft of writing as a normal part of my job.",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,255
"Outlining the approach doesn’t mean presenting detailed methods, of course. It means indicating your basic approach (the kind of experiments, observations, and/or theory you executed), the general form of your data (what important quantities you measured, and roughly how), and how analyses of those data can answer your central research question.",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1526
"Concept maps. A concept map (Figure 7.2) is a tool for exploring relationships among concepts (Novak and Cañas 2008). It consists of a set of nodes connected by lines. Each node is a concept: a word or phrase denoting an idea, a thing, or a property of one of these. Each line connects two nodes and is labelled to indicate the relationship between those concepts. Typically, most nodes will be nouns or adjectives, while most line labels will be verbs.",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1164
"Wordstacks. A wordstack (Figure 7.1) is an unsorted list of points you think might be useful ingredients in your manuscript. Each point can be a single word or short phrase indicating a relevant fact, idea, or topic, or can be a roughly sketched graphic. Your wordstack might have some hierarchical structure (some points having subpoints) if this is immediately obvious, but don’t force it.",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1153
Component 1: Define a research territory.,The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1486
"Very good: If massive stars form with gravitational assists from their neighbors, then massive protostars should always appear among other protostars. However, solitary massive protostars are common in ALMA images of the Orion, Eagle, and Carina nebulae. This mini-summary has a clear central question (do massive protostars form via combined gravity of neighbors?), and offers an answer (no). The question drives the function of each part of the manuscript: the Introduction will set up the cluster-gravity hypothesis and specify what’s needed to test it; the Methods will explain how we can measure protostar masses and distinguish between solitary protostars and sets of neighbors; the Results will tabulate frequencies of solitary and neighbored protostars; and the Discussion will interpret the Results as a test of the cluster-assist hypothesis.",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1125
"Second, saying that your paper is about your results places the focus on the writer (“your results”), which is not where it should be. Good writing is oriented to the needs of the reader. You should ask not “what should I write about?” but instead “what does my reader need to hear about?",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1077
a concrete and narrow open problem within the research territory.,The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1517
"•  “There’s a controversy in the literature over issue X, and I present the kind of data needed to resolve it.” •  “The fact that we don’t know X hinders our efforts to understand issue Y, which is central to a developing subdiscipline.” •  “Our lack of understanding of thing X impedes our efforts to solve economic problem Y.” •  “We need to know more about thing X because it’s a model system widely used to investigate problems in field Y.”",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1309
This might mean pointing out a gap in our knowledge of some topic. It might mean noting an apparent contradiction in the literature or a published claim that’s vulnerable to new information. It might mean identifying rival theoretical models that can be distinguished by new data. It might even mean suggesting an entirely novel way of thinking about a research area.,The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1517
"Whenever you are not sure whether a dataset, analysis, figure, table, or anything else belongs in the manuscript, referring to this two-sentence mini-summary should give you the answer: would including it help tell the story or distract from it?",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1088
"•  Telling your story isn’t enough; you must sell it, too. This means showing how your work solves a problem, or answers a question, that matters to readers.",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1325
"I could set out deliberately to learn and to practice the elements of the craft, rather than sitting at my keyboard hoping for genius to strike.",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,258
"Leaving things out is critical to finding and telling your story. However, it’s very important to think carefully about what it means to present “only those results necessary to support your conclusion.” This does not mean omitting results that conflict with your conclusion, which, of course, is unethical. It does mean omitting results that are not relevant to your conclusion, or are redundant with others that suffice to support it.",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1269
Setting context for the work is now the most important work of the Introduction.,The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1483
This part of the Introduction normally includes some literature review to establish the state of the art in the research territory.,The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1514
Component 2: Establish a niche within the research territory.,The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1516
"•  A well-organized paper will have an “hourglass” structure, with focus broad at the beginning, narrowing through the Introduction, and widening again through the Discussion.",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1392
"While my suggestions about the components of an Introduction should so far be uncontroversial, there is considerable disagreement over how best to end one. Some writing guides recommend ending the Introduction with the statement of your central question and approach (e.g., Davis 2005, Katz 2006). Others suggest continuing with a brief summary of your results (e.g., Montgomery 2003, Day and Gastel 2006). My own advice is to include the main result, because doing so shows your reader where you are going and helps signpost their progress through your paper.",The Scientist’s Guide to Writing: How to Write More Easily and Effectively throughout Your Scientific Career,Stephen B. Heard,B01C4V8RFW,,yellow,,location,1532
"Unfortunately, sometimes you will mis-hire a person. Having a clear set of expected goals for your new hires that you believe is achievable in the first 90 days will help you catch mis-hires quickly, and make it clear to you and to them that you need to correct the situation. Create a set of realistic milestones based on your prior hires, the current state of your technology and project, and the level of the person coming in.",The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,B06XP3GJ7F,,yellow,,location,1109
A big part of the challenge of time management emerges when you start to lose the sense of importance. Urgency is often more clearly felt than importance.,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,B06XP3GJ7F,,yellow,,location,2171
"As a manager of multiple teams, you’re responsible for balancing breadth and depth of thinking, for knowing the details of your teams today but also looking at where you need to be going in the future and what you need to get there.",The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,B06XP3GJ7F,,yellow,,location,2204
"Durable teams are built on a shared purpose that comes from the company itself, and they align themselves with the company’s values (see “Applying Core Values” in Chapter 9 for more on this topic). They have a clear understanding of the company’s mission, and they see how their team fits into this mission. They can see that the mission requires many different types of teams, but all of the teams share a set of values. By creating a strong and enduring alignment between the team, its individuals, and the overall company, this purpose-based binding",The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,B06XP3GJ7F,,yellow,,location,2498
"Meetings can fall into that urgent but not important category, and you may decide to simply not attend them where you’re not clearly needed. Be very careful with over-deploying this strategy at this particular level of management. The responsibility of keeping your teams successfully moving forward and happily engaged is on your shoulders. When you stop going to all of their internal meetings, you run the risk of missing out on the very clues that will help you catch problems early — a major one being the existence of too many boring meetings.",The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,B06XP3GJ7F,,yellow,,location,2192
